street,city,zip,state,beds,baths,sq__ft,type,sale_date,price,latitude,longitude,is_zero_area,is_outlier_price
100 TOURMALINE CIR,SACRAMENTO,95834,CA,5,3,3076,Residential,20080519,240000,38.63437,-121.510779,0,0
6411 RED BIRCH WAY,ELK GROVE,95758,CA,4,2,1844,Residential,20080519,241000,38.43461,-121.429316,0,0
4867 LAGUNA DR,SACRAMENTO,95823,CA,3,2,1306,Residential,20080519,245000,38.46179,-121.445371,0,0
3662 RIVER DR,SACRAMENTO,95833,CA,4,3,2447,Residential,20080519,246000,38.604969,-121.54255,0,0
6943 WOLFGRAM WAY,SACRAMENTO,95828,CA,4,2,1176,Residential,20080519,247234,38.489215,-121.419546,0,0
77 RINETTI WAY,RIO LINDA,95673,CA,4,2,1182,Residential,20080519,247480,38.687021,-121.463151,0,0
1316 I ST,RIO LINDA,95673,CA,3,1,1160,Residential,20080519,249862,38.683674,-121.435204,0,0
2130 CATHERWOOD WAY,SACRAMENTO,95835,CA,3,2,1424,Residential,20080519,251000,38.675506,-121.510987,0,0
8304 JUGLANS DR,ORANGEVALE,95662,CA,4,2,1574,Residential,20080519,252155,38.691829,-121.249033,0,0
5308 MARBURY WAY,ANTELOPE,95843,CA,3,2,1830,Residential,20080519,254172,38.710221,-121.341707,0,0
9182 LAKEMONT DR,ELK GROVE,95624,CA,4,2,1724,Residential,20080519,258000,38.451353,-121.358776,0,0
2231 COUNTRY VILLA CT,AUBURN,95603,CA,2,2,1255,Condo,20080519,260000,38.931671,-121.097862,0,0
8491 CRYSTAL WALK CIR,ELK GROVE,95758,CA,0,0,0,Residential,20080519,261000,38.416916,-121.407554,1,0
361 MAHONIA CIR,SACRAMENTO,95835,CA,4,3,2175,Residential,20080519,261000,38.676172,-121.509761,0,0
3427 LA CADENA WAY,SACRAMENTO,95835,CA,4,2,1904,Residential,20080519,261000,38.681194,-121.537351,0,0
955 BIG SUR CT,EL DORADO HILLS,95762,CA,4,2,1808,Residential,20080519,262500,38.664347,-121.076529,0,0
11826 DIONYSUS WAY,RANCHO CORDOVA,95742,CA,4,2,2711,Residential,20080519,266000,38.551046,-121.239411,0,0
5847 DEL CAMPO LN,CARMICHAEL,95608,CA,3,1,1713,Residential,20080519,266000,38.671995,-121.324339,0,0
5635 FOXVIEW WAY,ELK GROVE,95757,CA,3,2,1457,Residential,20080519,270000,38.395256,-121.438249,0,0
10372 VIA CINTA CT,ELK GROVE,95757,CA,4,3,2724,Residential,20080519,274425,38.380089,-121.428186,0,0
6286 LONETREE BLVD,ROCKLIN,95765,CA,0,0,0,Residential,20080519,274500,38.805036,-121.293608,1,0
7744 SOUTHBREEZE DR,SACRAMENTO,95828,CA,3,2,1468,Residential,20080519,275336,38.476932,-121.378349,0,0
2242 ABLE WAY,SACRAMENTO,95835,CA,4,3,2550,Residential,20080519,277980,38.666074,-121.509743,0,0
1042 STARBROOK DR,GALT,95632,CA,4,2,1928,Residential,20080519,280000,38.285611,-121.293063,0,0
1219 G ST,SACRAMENTO,95814,CA,3,3,1922,Residential,20080519,284686,38.582818,-121.489096,0,0
6220 OPUS CT,CITRUS HEIGHTS,95621,CA,3,2,1343,Residential,20080519,284893,38.715853,-121.317095,0,0
5419 HAVENHURST CIR,ROCKLIN,95677,CA,3,2,1510,Residential,20080519,285000,38.786746,-121.209957,0,0
220 OLD AIRPORT RD,AUBURN,95603,CA,2,2,960,Multi-Family,20080519,285000,38.939802,-121.054575,0,0
4622 MEYER WAY,CARMICHAEL,95608,CA,4,2,1559,Residential,20080519,285000,38.64913,-121.310667,0,0
4885 SUMMIT VIEW DR,EL DORADO,95623,CA,3,2,1624,Residential,20080519,289000,38.673285,-120.879176,0,0
26 JEANROSS CT,SACRAMENTO,95832,CA,5,3,2992,Residential,20080519,295000,38.473162,-121.491085,0,0
4800 MAPLEPLAIN AVE,ELK GROVE,95758,CA,4,2,2109,Residential,20080519,296000,38.432848,-121.449237,0,0
10629 BASIE WAY,RANCHO CORDOVA,95670,CA,4,2,1524,Residential,20080519,296056,38.579,-121.292627,0,0
8612 WILLOW GROVE WAY,SACRAMENTO,95828,CA,3,2,1248,Residential,20080519,297359,38.464994,-121.386962,0,0
62 DE FER CIR,SACRAMENTO,95823,CA,4,2,1876,Residential,20080519,299940,38.49254,-121.463316,0,0
2513 OLD KENMARE RD,LINCOLN,95648,CA,5,3,0,Residential,20080519,304000,38.847396,-121.259586,1,0
3253 ABOTO WAY,RANCHO CORDOVA,95670,CA,4,3,1851,Residential,20080519,305000,38.57727,-121.285591,0,0
3072 VILLAGE PLAZA DR,ROSEVILLE,95747,CA,0,0,0,Residential,20080519,307000,38.773094,-121.365905,1,0
251 CHANGO CIR,SACRAMENTO,95835,CA,4,2,2218,Residential,20080519,311328,38.68237,-121.539147,0,0
8205 WEYBURN CT,SACRAMENTO,95828,CA,3,2,1394,Residential,20080519,313138,38.47316,-121.403893,0,0
8788 LA MARGARITA WAY,SACRAMENTO,95828,CA,3,2,1410,Residential,20080519,316630,38.468185,-121.375694,0,0
5912 DEEPDALE WAY,ELK GROVE,95758,CA,5,3,3468,Residential,20080519,320000,38.439565,-121.436606,0,0
4712 PISMO BEACH DR,ANTELOPE,95843,CA,5,3,2346,Residential,20080519,320000,38.707705,-121.354153,0,0
4741 PACIFIC PARK DR,ANTELOPE,95843,CA,5,3,2347,Residential,20080519,325000,38.709299,-121.353056,0,0
310 GROTH CIR,SACRAMENTO,95834,CA,4,2,1659,Residential,20080519,328578,38.638764,-121.531827,0,0
6121 WILD FOX CT,ELK GROVE,95757,CA,3,3,2442,Residential,20080519,331000,38.406758,-121.431669,0,0
12241 CANYONLANDS DR,RANCHO CORDOVA,95742,CA,0,0,0,Residential,20080519,331500,38.557293,-121.217611,1,0
29 COOL FOUNTAIN CT,SACRAMENTO,95833,CA,4,2,2155,Residential,20080519,340000,38.606906,-121.54132,0,0
907 RIO ROBLES AVE,SACRAMENTO,95838,CA,0,0,0,Residential,20080519,344755,38.664765,-121.445006,1,0
8909 BILLFISH WAY,SACRAMENTO,95828,CA,3,2,1810,Residential,20080519,345746,38.475433,-121.372584,0,0
6232 GUS WAY,ELK GROVE,95757,CA,4,2,2789,Residential,20080519,351000,38.388129,-121.43117,0,0
200 OAKWILDE ST,GALT,95632,CA,4,2,1606,Residential,20080519,353767,38.2535,-121.31812,0,0
1033 PARK STREAM DR,GALT,95632,CA,0,0,0,Residential,20080519,355000,38.287785,-121.289903,1,0
200 ALLAIRE CIR,SACRAMENTO,95835,CA,4,2,2166,Residential,20080519,356035,38.68318,-121.53484,0,0
1322 SUTTER WALK,SACRAMENTO,95816,CA,0,0,0,Condo,20080519,360000,38.53805,-121.5047,1,0
5479 NICKMAN WAY,SACRAMENTO,95835,CA,4,2,1871,Residential,20080519,360552,38.672966,-121.502748,0,0
2103 BURBERRY WAY,SACRAMENTO,95835,CA,3,2,1800,Residential,20080519,362305,38.67342,-121.508542,0,0
2450 SAN JOSE WAY,SACRAMENTO,95817,CA,3,1,1683,Residential,20080519,365000,38.553596,-121.459483,0,0
7641 ROSEHALL DR,ROSEVILLE,95678,CA,3,2,0,Residential,20080519,367554,38.791617,-121.286147,1,0
1336 LAYSAN TEAL DR,ROSEVILLE,95747,CA,0,0,0,Residential,20080519,368500,38.796121,-121.319963,1,0
2802 BLACK OAK DR,ROCKLIN,95765,CA,2,2,1596,Residential,20080519,370000,38.837006,-121.232024,0,0
2113 FALL TRAIL CT,PLACERVILLE,95667,CA,4,2,0,Residential,20080519,371086,38.733155,-120.748039,1,0
10112 LAMBEAU CT,ELK GROVE,95757,CA,3,2,1179,Residential,20080519,378000,38.390328,-121.448022,0,0
6313 CASTRO VERDE WAY,ELK GROVE,95757,CA,0,0,0,Residential,20080519,383000,38.381102,-121.42901,1,0
3622 CURTIS DR,SACRAMENTO,95818,CA,3,1,1639,Residential,20080519,388000,38.541735,-121.480098,0,0
11817 OPAL RIDGE WAY,RANCHO CORDOVA,95742,CA,5,3,3281,Residential,20080519,395100,38.551083,-121.237476,0,0
170 LAGOMARSINO WAY,SACRAMENTO,95819,CA,3,2,1697,Residential,20080519,400000,38.574894,-121.435806,0,0
2743 DEAKIN PL,EL DORADO HILLS,95762,CA,3,2,0,Residential,20080519,400000,38.69288,-121.073551,1,0
3361 ALDER CANYON WAY,ANTELOPE,95843,CA,4,3,2085,Residential,20080519,408431,38.727649,-121.385656,0,0
2148 RANCH VIEW DR,ROCKLIN,95765,CA,0,0,0,Residential,20080519,413000,38.837455,-121.289337,1,0
398 LINDLEY DR,SACRAMENTO,95815,CA,4,2,1744,Multi-Family,20080519,416767,38.622359,-121.457582,0,0
3013 BRIDLEWOOD DR,EL DORADO HILLS,95762,CA,4,3,0,Residential,20080519,420000,38.675519,-121.015862,1,0
169 BAURER CIR,FOLSOM,95630,CA,4,3,1939,Residential,20080519,423000,38.66695,-121.120729,0,0
2809 LOON CT,CAMERON PARK,95682,CA,4,2,0,Residential,20080519,423000,38.687072,-121.004729,1,0
1315 KONDOS AVE,SACRAMENTO,95814,CA,2,3,1788,Residential,20080519,427500,38.571943,-121.492106,0,0
4966 CHARTER RD,ROCKLIN,95765,CA,3,2,1691,Residential,20080519,430922,38.82553,-121.254698,0,0
9516 LAGUNA LAKE WAY,ELK GROVE,95758,CA,4,2,2002,Residential,20080519,445000,38.411258,-121.431348,0,0
5201 BLOSSOM RANCH DR,ELK GROVE,95757,CA,4,4,4303,Residential,20080519,450000,38.399436,-121.444041,0,0
3027 PALMATE WAY,SACRAMENTO,95834,CA,5,3,4246,Residential,20080519,452000,38.628955,-121.529269,0,0
500 WINCHESTER CT,ROSEVILLE,95661,CA,3,2,2274,Residential,20080519,470000,38.73988,-121.248929,0,0
5746 GELSTON WAY,EL DORADO HILLS,95762,CA,4,3,0,Residential,20080519,471000,38.677015,-121.034083,1,0
6935 ELM TREE LN,ORANGEVALE,95662,CA,4,4,3056,Residential,20080519,475000,38.693041,-121.23294,0,0
9605 GOLF COURSE LN,ELK GROVE,95758,CA,3,3,2503,Residential,20080519,484500,38.409689,-121.446059,0,0
719 BAYWOOD CT,EL DORADO HILLS,95762,CA,5,3,0,Residential,20080519,487500,38.647598,-121.077801,1,0
5954 TANUS CIR,ROCKLIN,95677,CA,3,3,0,Residential,20080519,488750,38.777585,-121.2036,1,0
100 CHELSEA CT,FOLSOM,95630,CA,3,2,1905,Residential,20080519,500000,38.69435,-121.177259,0,0
1500 ORANGE HILL LN,PENRYN,95663,CA,3,2,1320,Residential,20080519,506688,38.862708,-121.162092,0,0
408 KIRKWOOD CT,LINCOLN,95648,CA,2,2,0,Residential,20080519,512000,38.861615,-121.26869,1,0
1732 TUSCAN GROVE CIR,ROSEVILLE,95747,CA,5,3,0,Residential,20080519,520000,38.796683,-121.342555,1,0
2049 EMPIRE MINE CIR,GOLD RIVER,95670,CA,4,2,3037,Residential,20080519,528000,38.629299,-121.249021,0,0
9360 MAGOS RD,WILTON,95693,CA,5,2,3741,Residential,20080519,579093,38.416809,-121.240628,0,1
104 CATLIN CT,FOLSOM,95630,CA,4,3,2660,Residential,20080519,636000,38.684459,-121.145935,0,1
4734 GIBBONS DR,CARMICHAEL,95608,CA,4,3,3357,Residential,20080519,668365,38.63558,-121.353639,0,1
4629 DORCHESTER LN,GRANITE BAY,95746,CA,5,3,2896,Residential,20080519,676200,38.723545,-121.216025,0,1
2400 COUNTRYSIDE DR,PLACERVILLE,95667,CA,3,2,2025,Residential,20080519,677048,38.737452,-120.910963,0,1
12901 FURLONG DR,WILTON,95693,CA,5,3,3788,Residential,20080519,691659,38.413535,-121.188211,0,1
6222 CALLE MONTALVO CIR,GRANITE BAY,95746,CA,5,3,3670,Residential,20080519,760000,38.779435,-121.146676,0,1
20 CRYSTALWOOD CIR,LINCOLN,95648,CA,0,0,0,Residential,20080519,4897,38.885327,-121.289412,1,0
24 CRYSTALWOOD CIR,LINCOLN,95648,CA,0,0,0,Residential,20080519,4897,38.885132,-121.289405,1,0
28 CRYSTALWOOD CIR,LINCOLN,95648,CA,0,0,0,Residential,20080519,4897,38.884936,-121.289397,1,0
32 CRYSTALWOOD CIR,LINCOLN,95648,CA,0,0,0,Residential,20080519,4897,38.884741,-121.28939,1,0
36 CRYSTALWOOD CIR,LINCOLN,95648,CA,0,0,0,Residential,20080519,4897,38.884599,-121.289406,1,0
40 CRYSTALWOOD CIR,LINCOLN,95648,CA,0,0,0,Residential,20080519,4897,38.884535,-121.289619,1,0
44 CRYSTALWOOD CIR,LINCOLN,95648,CA,0,0,0,Residential,20080519,4897,38.88459,-121.289835,1,0
48 CRYSTALWOOD CIR,LINCOLN,95648,CA,0,0,0,Residential,20080519,4897,38.884667,-121.289896,1,0
52 CRYSTALWOOD CIR,LINCOLN,95648,CA,0,0,0,Residential,20080519,4897,38.88478,-121.289911,1,0
68 CRYSTALWOOD CIR,LINCOLN,95648,CA,0,0,0,Residential,20080519,4897,38.885236,-121.289928,1,0
72 CRYSTALWOOD CIR,LINCOLN,95648,CA,0,0,0,Residential,20080519,4897,38.88535,-121.289926,1,0
76 CRYSTALWOOD CIR,LINCOLN,95648,CA,0,0,0,Residential,20080519,4897,38.885464,-121.289922,1,0
80 CRYSTALWOOD CIR,LINCOLN,95648,CA,0,0,0,Residential,20080519,4897,38.885578,-121.289919,1,0
84 CRYSTALWOOD CIR,LINCOLN,95648,CA,0,0,0,Residential,20080519,4897,38.885692,-121.289915,1,0
88 CRYSTALWOOD CIR,LINCOLN,95648,CA,0,0,0,Residential,20080519,4897,38.885806,-121.289911,1,0
92 CRYSTALWOOD CIR,LINCOLN,95648,CA,0,0,0,Residential,20080519,4897,38.88592,-121.289908,1,0
96 CRYSTALWOOD CIR,LINCOLN,95648,CA,0,0,0,Residential,20080519,4897,38.886024,-121.289859,1,0
100 CRYSTALWOOD CIR,LINCOLN,95648,CA,0,0,0,Residential,20080519,4897,38.886091,-121.289744,1,0
434 1ST ST,LINCOLN,95648,CA,0,0,0,Residential,20080519,4897,38.88653,-121.289406,1,0
3 E ST,LINCOLN,95648,CA,0,0,0,Residential,20080519,4897,38.884692,-121.290288,1,0
11 E ST,LINCOLN,95648,CA,0,0,0,Residential,20080519,4897,38.884879,-121.290257,1,0
19 E ST,LINCOLN,95648,CA,0,0,0,Residential,20080519,4897,38.885017,-121.290262,1,0
27 E ST,LINCOLN,95648,CA,0,0,0,Residential,20080519,4897,38.885173,-121.29027,1,0
35 E ST,LINCOLN,95648,CA,0,0,0,Residential,20080519,4897,38.885328,-121.290275,1,0
43 E ST,LINCOLN,95648,CA,0,0,0,Residential,20080519,4897,38.885483,-121.290277,1,0
51 E ST,LINCOLN,95648,CA,4,2,0,Residential,20080519,4897,38.885638,-121.290279,1,0
59 E ST,LINCOLN,95648,CA,3,2,0,Residential,20080519,4897,38.885794,-121.290281,1,0
75 E ST,LINCOLN,95648,CA,3,2,0,Residential,20080519,4897,38.886104,-121.290285,1,0
63 CRYSTALWOOD CIR,LINCOLN,95648,CA,0,0,0,Residential,20080519,4897,38.885093,-121.289932,1,0
398 1ST ST,LINCOLN,95648,CA,0,0,0,Residential,20080519,4897,38.88653,-121.288952,1,0
386 1ST ST,LINCOLN,95648,CA,0,0,0,Residential,20080519,4897,38.886528,-121.288869,1,0
374 1ST ST,LINCOLN,95648,CA,0,0,0,Residential,20080519,4897,38.886525,-121.288787,1,0
116 CRYSTALWOOD WAY,LINCOLN,95648,CA,0,0,0,Residential,20080519,4897,38.886282,-121.289586,1,0
108 CRYSTALWOOD WAY,LINCOLN,95648,CA,0,0,0,Residential,20080519,4897,38.886282,-121.289646,1,0
100 CRYSTALWOOD WAY,LINCOLN,95648,CA,0,0,0,Residential,20080519,4897,38.886282,-121.289706,1,0
55 CRYSTALWOOD CIR,LINCOLN,95648,CA,0,0,0,Residential,20080519,4897,38.884865,-121.289922,1,0
51 CRYSTALWOOD CIR,LINCOLN,95648,CA,0,0,0,Residential,20080519,4897,38.884752,-121.289907,1,0
47 CRYSTALWOOD CIR,LINCOLN,95648,CA,0,0,0,Residential,20080519,4897,38.884638,-121.289893,1,0
43 CRYSTALWOOD CIR,LINCOLN,95648,CA,0,0,0,Residential,20080519,4897,38.884568,-121.289784,1,0
39 CRYSTALWOOD CIR,LINCOLN,95648,CA,0,0,0,Residential,20080519,4897,38.884546,-121.289562,1,0
35 CRYSTALWOOD CIR,LINCOLN,95648,CA,0,0,0,Residential,20080519,4897,38.884645,-121.289397,1,0
31 CRYSTALWOOD CIR,LINCOLN,95648,CA,0,0,0,Residential,20080519,4897,38.88479,-121.289392,1,0
27 CRYSTALWOOD CIR,LINCOLN,95648,CA,0,0,0,Residential,20080519,4897,38.884985,-121.289399,1,0
23 CRYSTALWOOD CIR,LINCOLN,95648,CA,0,0,0,Residential,20080519,4897,38.885181,-121.289406,1,0
19 CRYSTALWOOD CIR,LINCOLN,95648,CA,0,0,0,Residential,20080519,4897,38.885376,-121.289414,1,0
15 CRYSTALWOOD CIR,LINCOLN,95648,CA,0,0,0,Residential,20080519,4897,38.885571,-121.289421,1,0
7 CRYSTALWOOD CIR,LINCOLN,95648,CA,0,0,0,Residential,20080519,4897,38.885962,-121.289436,1,0
7 CRYSTALWOOD CIR,LINCOLN,95648,CA,0,0,0,Residential,20080519,4897,38.885962,-121.289436,1,0
3 CRYSTALWOOD CIR,LINCOLN,95648,CA,0,0,0,Residential,20080519,4897,38.886093,-121.289584,1,0
8208 WOODYARD WAY,CITRUS HEIGHTS,95621,CA,3,2,1166,Residential,20080516,30000,38.715322,-121.314787,0,0
113 RINETTI WAY,RIO LINDA,95673,CA,0,0,0,Residential,20080516,30000,38.687172,-121.463933,1,0
15 LOORZ CT,SACRAMENTO,95823,CA,2,1,838,Residential,20080516,55422,38.471646,-121.435158,0,0
5805 DOTMAR WAY,NORTH HIGHLANDS,95660,CA,2,1,904,Residential,20080516,63000,38.672642,-121.380343,0,0
2332 CAMBRIDGE ST,SACRAMENTO,95815,CA,2,1,1032,Residential,20080516,65000,38.608085,-121.449651,0,0
3812 BELDEN ST,SACRAMENTO,95838,CA,2,1,904,Residential,20080516,65000,38.636833,-121.44164,0,0
3348 40TH ST,SACRAMENTO,95817,CA,2,1,1080,Residential,20080516,65000,38.544162,-121.460652,0,0
127 QUASAR CIR,SACRAMENTO,95822,CA,2,2,990,Residential,20080516,66500,38.493504,-121.475304,0,0
3812 CYPRESS ST,SACRAMENTO,95838,CA,2,1,900,Residential,20080516,71000,38.636877,-121.444948,0,0
5821 64TH ST,SACRAMENTO,95824,CA,2,1,861,Residential,20080516,75000,38.521202,-121.428146,0,0
8248 CENTER PKWY,SACRAMENTO,95823,CA,2,1,906,Condo,20080516,77000,38.459002,-121.428794,0,0
1171 SONOMA AVE,SACRAMENTO,95815,CA,2,1,1011,Residential,20080516,85000,38.6238,-121.439872,0,0
4250 ARDWELL WAY,SACRAMENTO,95823,CA,3,2,1089,Residential,20080516,95625,38.466938,-121.455631,0,0
3104 CLAY ST,SACRAMENTO,95815,CA,2,1,832,Residential,20080516,96140,38.62391,-121.439208,0,0
6063 LAND PARK DR,SACRAMENTO,95822,CA,2,1,800,Condo,20080516,104250,38.517029,-121.513809,0,0
4738 OAKHOLLOW DR,SACRAMENTO,95842,CA,4,2,1292,Residential,20080516,105000,38.679598,-121.356035,0,0
1401 STERLING ST,SACRAMENTO,95822,CA,2,1,810,Residential,20080516,108000,38.520319,-121.504727,0,0
3715 DIDCOT CIR,SACRAMENTO,95838,CA,4,2,1064,Residential,20080516,109000,38.635232,-121.460098,0,0
2426 RASHAWN DR,RANCHO CORDOVA,95670,CA,2,1,911,Residential,20080516,115000,38.610852,-121.273278,0,0
4800 WESTLAKE PKWY Unit 410,SACRAMENTO,95835,CA,1,1,846,Condo,20080516,115000,38.658812,-121.542345,0,0
3409 VIRGO ST,SACRAMENTO,95827,CA,3,2,1320,Residential,20080516,115500,38.563402,-121.327747,0,0
1110 PINEDALE AVE,SACRAMENTO,95838,CA,3,2,1410,Residential,20080516,115620,38.660173,-121.440216,0,0
2361 LA LOMA DR,RANCHO CORDOVA,95670,CA,3,2,1115,Residential,20080516,116000,38.59368,-121.316054,0,0
1455 64TH AVE,SACRAMENTO,95822,CA,3,2,1169,Residential,20080516,122000,38.492177,-121.503392,0,0
7328 SPRINGMAN ST,SACRAMENTO,95822,CA,3,2,1164,Residential,20080516,122500,38.491991,-121.477636,0,0
119 SAINT MARIE CIR,SACRAMENTO,95823,CA,4,2,1341,Residential,20080516,123000,38.481454,-121.446644,0,0
12 COSTA BRASE CT,SACRAMENTO,95838,CA,3,2,1219,Residential,20080516,124000,38.655554,-121.464275,0,0
6813 SCOTER WAY,SACRAMENTO,95842,CA,4,2,1127,Residential,20080516,124000,38.69043,-121.361035,0,0
6548 GRAYLOCK LN,NORTH HIGHLANDS,95660,CA,3,2,1272,Residential,20080516,124413,38.686061,-121.369949,0,0
1630 GLIDDEN AVE,SACRAMENTO,95822,CA,4,2,1253,Residential,20080516,125000,38.482717,-121.499683,0,0
7825 DALEWOODS WAY,SACRAMENTO,95828,CA,3,2,1120,Residential,20080516,130000,38.477297,-121.411513,0,0
4073 TRESLER AVE,NORTH HIGHLANDS,95660,CA,2,2,1118,Residential,20080516,131750,38.659016,-121.370457,0,0
4288 DYMIC WAY,SACRAMENTO,95838,CA,4,3,1890,Residential,20080516,137721,38.646541,-121.441139,0,0
1158 SAN IGNACIO WAY,SACRAMENTO,95833,CA,3,2,1260,Residential,20080516,137760,38.623045,-121.486279,0,0
4904 J PKWY,SACRAMENTO,95823,CA,3,2,1400,Residential,20080516,138000,38.487297,-121.44295,0,0
2931 HOWE AVE,SACRAMENTO,95821,CA,3,1,1264,Residential,20080516,140000,38.619012,-121.415329,0,0
5531 JANSEN DR,SACRAMENTO,95824,CA,3,1,1060,Residential,20080516,145000,38.522015,-121.438713,0,0
7836 ORCHARD WOODS CIR,SACRAMENTO,95828,CA,2,2,1132,Residential,20080516,145000,38.47955,-121.410867,0,0
4055 DEERBROOK DR,SACRAMENTO,95823,CA,3,2,1466,Residential,20080516,150000,38.472117,-121.459589,0,0
9937 BURLINE ST,SACRAMENTO,95827,CA,3,2,1092,Residential,20080516,150000,38.559641,-121.32316,0,0
6948 MIRADOR WAY,SACRAMENTO,95828,CA,4,2,1628,Residential,20080516,151000,38.493484,-121.42035,0,0
4909 RUGER CT,SACRAMENTO,95842,CA,3,2,960,Residential,20080516,155000,38.68747,-121.349234,0,0
7204 KERSTEN ST,CITRUS HEIGHTS,95621,CA,3,2,1075,Residential,20080516,155800,38.695863,-121.300814,0,0
3150 ROSEMONT DR,SACRAMENTO,95826,CA,3,2,1428,Residential,20080516,156142,38.554927,-121.35521,0,0
8200 STEINBECK WAY,SACRAMENTO,95828,CA,4,2,1358,Residential,20080516,158000,38.474854,-121.404726,0,0
8198 STEVENSON AVE,SACRAMENTO,95828,CA,6,4,2475,Multi-Family,20080516,159900,38.465271,-121.40426,0,0
6824 OLIVE TREE WAY,CITRUS HEIGHTS,95610,CA,3,2,1410,Residential,20080516,160000,38.689239,-121.267737,0,0
3536 SUN MAIDEN WAY,ANTELOPE,95843,CA,3,2,1711,Residential,20080516,161500,38.70968,-121.382328,0,0
4517 OLYMPIAD WAY,SACRAMENTO,95826,CA,4,2,1483,Residential,20080516,161600,38.536751,-121.359154,0,0
925 COBDEN CT,GALT,95632,CA,3,2,1140,Residential,20080516,162000,38.282047,-121.295812,0,0
8225 SCOTTSDALE DR,SACRAMENTO,95828,CA,4,2,1549,Residential,20080516,165000,38.487864,-121.402476,0,0
8758 LEMAS RD,SACRAMENTO,95828,CA,3,2,1410,Residential,20080516,165000,38.467487,-121.377055,0,0
6121 ALPINESPRING WAY,ELK GROVE,95758,CA,3,2,1240,Residential,20080516,167293,38.434075,-121.432623,0,0
5937 YORK GLEN WAY,SACRAMENTO,95842,CA,5,2,1712,Residential,20080516,168000,38.677003,-121.354454,0,0
6417 SUNNYFIELD WAY,SACRAMENTO,95823,CA,4,2,1580,Residential,20080516,168000,38.449153,-121.428272,0,0
4008 GREY LIVERY WAY,ANTELOPE,95843,CA,3,2,1669,Residential,20080516,168750,38.71846,-121.370862,0,0
8920 ROSETTA CIR,SACRAMENTO,95826,CA,3,1,1029,Residential,20080516,168750,38.544374,-121.370874,0,0
8300 LICHEN DR,CITRUS HEIGHTS,95621,CA,3,1,1103,Residential,20080516,170000,38.71641,-121.306239,0,0
8884 AMBERJACK WAY,SACRAMENTO,95828,CA,3,2,2161,Residential,20080516,170250,38.479343,-121.372553,0,0
4480 VALLEY HI DR,SACRAMENTO,95823,CA,3,2,1650,Residential,20080516,173000,38.466781,-121.450955,0,0
2250 FOREBAY RD,POLLOCK PINES,95726,CA,3,1,1320,Residential,20080516,175000,38.77491,-120.597599,0,0
3529 FABERGE WAY,SACRAMENTO,95826,CA,3,2,1200,Residential,20080516,176095,38.553275,-121.346218,0,0
1792 DAWNELLE WAY,SACRAMENTO,95835,CA,3,2,1170,Residential,20080516,176250,38.68271,-121.501697,0,0
7800 TABARE CT,CITRUS HEIGHTS,95621,CA,3,2,1199,Residential,20080516,178000,38.70799,-121.302979,0,0
8531 HERMITAGE WAY,SACRAMENTO,95823,CA,4,2,1695,Residential,20080516,179000,38.448452,-121.428536,0,0
2421 BERRYWOOD DR,RANCHO CORDOVA,95670,CA,3,2,1157,Residential,20080516,180000,38.60868,-121.27849,0,0
1005 MORENO WAY,SACRAMENTO,95838,CA,3,2,1410,Residential,20080516,180000,38.646206,-121.442767,0,0
1675 VERNON ST Unit 24,ROSEVILLE,95678,CA,3,2,1174,Residential,20080516,180000,38.734136,-121.299639,0,0
24 WINDCHIME CT,SACRAMENTO,95823,CA,3,2,1593,Residential,20080516,181000,38.44617,-121.427824,0,0
540 HARLING CT,RIO LINDA,95673,CA,3,2,1093,Residential,20080516,182000,38.68279,-121.453509,0,0
1207 CRESCENDO DR,ROSEVILLE,95678,CA,3,2,1770,Residential,20080516,182587,38.72446,-121.292829,0,0
7577 EDDYLEE WAY,SACRAMENTO,95822,CA,4,2,1436,Residential,20080516,185074,38.48291,-121.491509,0,0
8369 FOPPIANO WAY,SACRAMENTO,95829,CA,3,2,1124,Residential,20080516,185833,38.453839,-121.357919,0,0
8817 SAWTELLE WAY,SACRAMENTO,95826,CA,4,2,1139,Residential,20080516,186785,38.565322,-121.374251,0,0
1910 BONAVISTA WAY,SACRAMENTO,95832,CA,3,2,1638,Residential,20080516,187000,38.476048,-121.494961,0,0
8 TIDE CT,SACRAMENTO,95833,CA,3,2,1328,Residential,20080516,188335,38.609864,-121.492304,0,0
8952 ROCKY CREEK CT,ELK GROVE,95758,CA,3,2,1273,Residential,20080516,190000,38.431239,-121.44001,0,0
435 EXCHANGE ST,SACRAMENTO,95838,CA,3,1,1082,Residential,20080516,190000,38.659434,-121.455236,0,0
10105 MONTE VALLO CT,SACRAMENTO,95827,CA,4,2,1578,Residential,20080516,190000,38.573917,-121.316916,0,0
3930 ANNABELLE AVE,ROSEVILLE,95661,CA,2,1,796,Residential,20080516,190000,38.727609,-121.226494,0,0
4854 TANGERINE AVE,SACRAMENTO,95823,CA,3,2,1386,Residential,20080516,191250,38.478239,-121.446326,0,0
2909 SHAWN WAY,RANCHO CORDOVA,95670,CA,3,2,1452,Residential,20080516,193000,38.589925,-121.299059,0,0
4290 BLACKFORD WAY,SACRAMENTO,95823,CA,3,2,1513,Residential,20080516,193500,38.470494,-121.454162,0,0
5890 TT TRAK,FORESTHILL,95631,CA,0,0,0,Residential,20080516,194818,39.020808,-120.821518,1,0
7015 WOODSIDE DR,SACRAMENTO,95842,CA,4,2,1578,Residential,20080516,195000,38.693071,-121.332365,0,0
